,Country,Indicator,Sex,Year,Element,Source,Unit,Value,Flag Description,Continent
1025,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Labour force survey,%,19.8,Figure from international organizations,Europe
1026,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Labour force survey,%,20.0,Figure from international organizations,Europe
1027,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,14.8,Figure from international organizations,Europe
1028,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Labour force survey,%,15.3,Figure from international organizations,Europe
1029,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,15.6,Figure from international organizations,Europe
1030,Ukraine,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,15.4,Figure from international organizations,Europe
1031,United Arab Emirates,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Labour force survey,%,0.1,Figure from international organizations,Asia
1032,United Arab Emirates,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Labour force survey,%,0.9,Figure from international organizations,Asia
1033,United Arab Emirates,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Labour force survey,%,1.5,Figure from international organizations,Asia
1034,United Arab Emirates,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Labour force survey,%,2.2,Figure from international organizations,Asia
1035,United Arab Emirates,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Labour force survey,%,1.8,Figure from international organizations,Asia
1047,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Household survey,%,26.8,Figure from international organizations,Asia
1048,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2011,Value,Household survey,%,27.1,Figure from international organizations,Asia
1049,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2012,Value,Household survey,%,26.6,Figure from international organizations,Asia
1050,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2013,Value,Household survey,%,27.2,Figure from international organizations,Asia
1051,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Household survey,%,27.5,Figure from international organizations,Asia
1052,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2015,Value,Household survey,%,27.6,Figure from international organizations,Asia
1053,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2016,Value,Household survey,%,27.4,Figure from international organizations,Asia
1054,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2017,Value,Household survey,%,27.2,Figure from international organizations,Asia
1055,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2018,Value,Household survey,%,26.6,Figure from international organizations,Asia
1056,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2019,Value,Household survey,%,26.2,Figure from international organizations,Asia
1057,Uzbekistan,"Share of employment in agriculture, forestry and fishing in total employment",Total,2020,Value,Household survey,%,26.9,Figure from international organizations,Asia
1060,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",Total,2010,Value,Labour force survey,%,24.1,Figure from international organizations,Asia
1061,Yemen,"Share of employment in agriculture, forestry and fishing in total employment",Total,2014,Value,Labour force survey,%,29.2,Figure from international organizations,Asia
